id,need_id,revision,description,procurement_method,contract_type,instrument,solicitation_fy,solicitation_quarter,award_fy,award_quarter,pop_months,naics,psc,place,evidence_id
req:lrae_navwar_2024-06:k:15c7ea472201,need:lrae_navwar_2024-06:k:15c7ea472201,lrae_navwar_2024-06,Mod to (TO02) N0003920F0496: Ceiling increase and incremental funding.,8(a) Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY24,Q4,FY24,Q4,8,511210 - Software Publishers,AC33 - NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"San Diego, CA",ev:lrae_navwar_2024-06:row424
req:lrae_navwar_2024-06:k:d092ea3f708f,need:lrae_navwar_2024-06:k:d092ea3f708f,lrae_navwar_2024-06,Task Order for FFP parts and services from the VPM for G2 repairs.,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY25,Q2,FY24,Q4,TBD,811310 - Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,"J019 - MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS","San Diego, CA",ev:lrae_navwar_2024-06:row425
req:lrae_navwar_2024-06:k:73fa3339d48b,need:lrae_navwar_2024-06:k:73fa3339d48b,lrae_navwar_2024-06,Modification to add Ad Hoc Training Services,Sole Source,Fixed-Price,Single-Award Indefinite-Delivery,FY24,Q3,FY24,Q3,TBD,611430 - Professional and Management Development Training,U008 - EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,"San Diego, CA",ev:lrae_navwar_2024-06:row426
req:lrae_navwar_2024-06:k:0376f7105986,need:lrae_navwar_2024-06:k:0376f7105986,lrae_navwar_2024-06,Conversion for Spanish FMS terminals (SP-B-WAZ) from LVT(2) to LVT(11),Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q3,FY24,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"7G22 - IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","San Diego, CA",ev:lrae_navwar_2024-06:row427
req:lrae_navwar_2024-06:k:8cf33ad72896,need:lrae_navwar_2024-06:k:8cf33ad72896,lrae_navwar_2024-06,"FFP Delivery Order for the troubleshoot of two (2) FMS Korean terminals, SN 5100 and 5615, under FMS case KS-P-BWR, FSE to travel to Airbus DS, located in Getafe, Spain.",Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q3,FY24,Q4,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"7G22 - IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","San Diego, CA",ev:lrae_navwar_2024-06:row428
req:lrae_navwar_2024-06:k:f47e370469ff,need:lrae_navwar_2024-06:k:f47e370469ff,lrae_navwar_2024-06,Modification P00001 to DO N0003923F4063 add RTI Update Effort B-2 RRT Upgrade S/N 0071,Sole Source,Fixed-Price,Single-Award Indefinite-Delivery,TBD,TBD,FY24,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5821 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE","San Diego, CA",ev:lrae_navwar_2024-06:row429
req:lrae_navwar_2024-06:k:ae7d4df568bb,need:lrae_navwar_2024-06:k:ae7d4df568bb,lrae_navwar_2024-06,"Japan (JA-P-CSX) SN 2567 BU2 Repair, FPR",Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q1,FY24,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"7G22 - IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","San Diego, CA",ev:lrae_navwar_2024-06:row430
req:lrae_navwar_2024-06:k:6a9a9baf8906,need:lrae_navwar_2024-06:k:6a9a9baf8906,lrae_navwar_2024-06,USAF Feasibility Study to Implement NSA Directed Modernization,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q3,FY24,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5821 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE","San Diego, CA",ev:lrae_navwar_2024-06:row431
req:lrae_navwar_2024-06:k:582fc67622a9,need:lrae_navwar_2024-06:k:582fc67622a9,lrae_navwar_2024-06,"RIP BCCP Phase IV RFP
Release RFP to continue production engineering and associated production acceptance testing for next generation Common Control Processor (CCP) Electronic Component Assembly (ECA) as a form fit and function replacement to the Red Interface Processor (RIP) and the Black Common Control Processor (BCCP) Phase III/IV.

Modification to Contract #N0003916C0050",Sole Source,Cost-Reimbursement,"""C"" Type Contract",FY24,Q3,FY24,Q4,23,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2024-06:row433
req:lrae_navwar_2024-06:k:6645935d1b4c,need:lrae_navwar_2024-06:k:6645935d1b4c,lrae_navwar_2024-06,Ship's Signal Exploitation Equipment (SSEE) Increment F Distributed Analysis Tools for Enterprise Monitoring (DATEM) Task Order (TO) 3.,Small Business Set-Aside,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q4,FY25,Q1,TBD,541511 - Custom Computer Programming Services,DA10 - IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,"San Diego, CA",ev:lrae_navwar_2024-06:row434
req:lrae_navwar_2024-06:k:aea88b62f6e3,need:lrae_navwar_2024-06:k:aea88b62f6e3,lrae_navwar_2024-06,Incremental Funding of FY24 R&D on TO #1,Sole Source,TBD,TBD,TBD,TBD,FY24,Q3,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2024-06:row435
req:lrae_navwar_2024-06:k:a113302bba56,need:lrae_navwar_2024-06:k:a113302bba56,lrae_navwar_2024-06,PMO funded NW-HW Repairs for ATIP APs and TIF-TDs,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q3,FY24,Q4,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2024-06:row437
req:lrae_navwar_2024-06:k:97a9c7ccb595,need:lrae_navwar_2024-06:k:97a9c7ccb595,lrae_navwar_2024-06,Procurement of long lead material needed for ATIP TIFs,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q3,FY24,Q4,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2024-06:row438
req:lrae_navwar_2024-06:k:e9faf06ea579,need:lrae_navwar_2024-06:k:e9faf06ea579,lrae_navwar_2024-06,To complete critical engineering design activities for a Gallium Nitride (GaN) based Monolithic Microwave Integrated Circuit (MMIC) technology upgrade of the Navy Multiband Terminal (NMT) legacy Ka-band Solid State Amplifier (SSA) key component Control Bit CCA (CBIT).,Sole Source,Cost-Reimbursement,"""C"" Type Contract",FY24,Q3,FY24,Q4,8,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,D - IT AND TELECOM - INFORMATION TECHNOLOGY AND TELECOMMUNICATIONS,"San Diego, CA",ev:lrae_navwar_2024-06:row440
req:lrae_navwar_2024-06:k:9ff1dde53835,need:lrae_navwar_2024-06:k:9ff1dde53835,lrae_navwar_2024-06,Repair of DDG-125 OE-570 Antenna,Sole Source,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q2,FY24,Q3,TBD,334290 - Other Communications Equipment Manufacturing,J059 - MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,"San Diego, CA",ev:lrae_navwar_2024-06:row442
req:lrae_navwar_2024-06:k:987bcfd00cc0,need:lrae_navwar_2024-06:k:987bcfd00cc0,lrae_navwar_2024-06,Exercise option for MOS MOD AN/URC-154(V)2 GFP SCA Integration,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q2,FY24,Q4,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5811 - OTHER CRYPTOLOGIC EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2024-06:row445
req:lrae_navwar_2024-06:k:f509c1a66ad6,need:lrae_navwar_2024-06:k:f509c1a66ad6,lrae_navwar_2024-06,New contract for Mobile Multi-Band Communication Trailer,TBD,Fixed-Price,"""C"" Type Contract",FY24,Q3,FY24,Q4,24,TBD - TBD,5895 - MISCELLANEOUS COMMUNICATION EQUIPMENT,"San Diego, CA",ev:lrae_navwar_2024-06:row446
req:lrae_navwar_2024-06:k:2b90964c471f,need:lrae_navwar_2024-06:k:2b90964c471f,lrae_navwar_2024-06,Award DO 9 and fully fund,Small Business Set-Aside,Fixed-Price,Single-Award Indefinite-Delivery,FY24,Q3,FY24,Q3,TBD,"334511 - Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing","5825 - RADIO NAVIGATION EQUIPMENT, EXCEPT AIRBORNE","San Diego, CA",ev:lrae_navwar_2024-06:row447
req:lrae_navwar_2024-06:k:4156653f2b8f,need:lrae_navwar_2024-06:k:4156653f2b8f,lrae_navwar_2024-06,The Government will solicit a FFP proposal >$10M from vendor to negotiate and definitize ATCS Increment 1 production line-item pricing (CLIN 0005).,Sole Source,Fixed-Price,Single-Award Indefinite-Delivery,FY24,Q4,FY25,Q1,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5820 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE","San Diego, CA",ev:lrae_navwar_2024-06:row448
req:lrae_navwar_2024-06:k:b9b66b258e18,need:lrae_navwar_2024-06:k:b9b66b258e18,lrae_navwar_2024-06,"New contract for JPI Reflash, Repair, and Reconfiguration.",Sole Source,Fixed-Price,TBD,FY24,Q1,FY24,Q4,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5811 - OTHER CRYPTOLOGIC EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2024-06:row449
req:lrae_navwar_2024-06:k:b234e9c09d8d,need:lrae_navwar_2024-06:k:b234e9c09d8d,lrae_navwar_2024-06,Task Order modification to add IE capability.,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,TBD,TBD,FY24,Q4,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2024-06:row450
req:lrae_navwar_2024-06:k:3923b87b131f,need:lrae_navwar_2024-06:k:3923b87b131f,lrae_navwar_2024-06,Task Order modification to add MEO capability,Sole Source,Cost-Reimbursement,"""C"" Type Contract",TBD,TBD,FY24,Q4,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2024-06:row451
req:lrae_navwar_2024-06:k:43f5253278a8,need:lrae_navwar_2024-06:k:43f5253278a8,lrae_navwar_2024-06,Award DO 5 and fully fund,Small Business Set-Aside,Fixed-Price,Single-Award Indefinite-Delivery,FY24,Q4,FY24,Q4,TBD,"334511 - Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing","5825 - RADIO NAVIGATION EQUIPMENT, EXCEPT AIRBORNE","San Diego, CA",ev:lrae_navwar_2024-06:row452
req:lrae_navwar_2024-06:k:411e7e6cc90e,need:lrae_navwar_2024-06:k:411e7e6cc90e,lrae_navwar_2024-06,"To procure, integrate, install, test, train, and support a Microwave Transmission Network (MTN) Phase 1 A system, hardware, and software on behalf of the Royal Moroccan Navy (RMN).",TBD,Cost-Reimbursement,"""C"" Type Contract",FY24,Q1,FY24,Q3,28,541330 - Engineering Services,N059 - INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,"San Diego, CA",ev:lrae_navwar_2024-06:row454
req:lrae_navwar_2024-06:k:7c19738893d0,need:lrae_navwar_2024-06:k:7c19738893d0,lrae_navwar_2024-06,Advanced High Frequency (AHF) reliability improvements and acceptance testing in DMR software v6.5.6,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q2,FY24,Q4,TBD,334290 - Other Communications Equipment Manufacturing,"K058 - MODIFICATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT","San Diego, CA",ev:lrae_navwar_2024-06:row455
req:lrae_navwar_2024-06:k:992c2d41846d,need:lrae_navwar_2024-06:k:992c2d41846d,lrae_navwar_2024-06,Firm Fixed-Price (FFP) Delivery Order (DO) to L3 Technologies for a Feasibility Study that will define the Crypto Modules (LCM) software and hardware impacts and recommend an implementation strategy to support Concurrent Contention Receive 2 (CCR2) and Concurrent Multi-Netting 2 (CMN2) on the Block Upgrade 2 (BU2) Multifunction Information Distribution System Low Volume Terminal (MIDS-LVT) family of terminals.,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q1,FY24,Q1,1,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5821 - RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE","San Diego, CA",ev:lrae_navwar_2024-06:row456
req:lrae_navwar_2024-06:k:5c8b58c6be6c,need:lrae_navwar_2024-06:k:5c8b58c6be6c,lrae_navwar_2024-06,"Provides maintenance support, logistics support, and training services to the Royal Bahamas Defense Force (RBDF) Maritime Surveillance System (MSS) sites.",Sole Source,Cost-Reimbursement,"""C"" Type Contract",FY24,Q4,FY24,Q4,30,541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"San Diego, CA",ev:lrae_navwar_2024-06:row457
req:lrae_navwar_2024-06:k:293b82c41387,need:lrae_navwar_2024-06:k:293b82c41387,lrae_navwar_2024-06,"Provide C4ISR installation support services which consists of: Installation and Functional Testing of Class III Multifunction Copier Infrastructure and Class IV Multifunction Copier Infrastructure onboard USS JOHN C. STENNIS (CVN 74) under Refueling Complex Overhaul (RCOH), for Program Executive Office (PEO) C4I.",Sole Source,Fixed-Price,"""C"" Type Contract",FY24,Q3,FY24,Q4,TBD,336611 - Ship Building and Repairing,N059 - INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,"San Diego, CA",ev:lrae_navwar_2024-06:row458
req:lrae_navwar_2024-06:k:8f368758bdd5,need:lrae_navwar_2024-06:k:8f368758bdd5,lrae_navwar_2024-06,Cryptographic Modernization of the VIASAT VM300M CARDS for FMS AUSTRALIAN DEFENCE FORCE (ADF) Radio Transmitters  (RT-1829/1830),Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q3,FY24,Q4,24,541511 - Custom Computer Programming Services,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2024-06:row459
req:lrae_navwar_2024-06:k:9c2f8a4cf6fc,need:lrae_navwar_2024-06:k:9c2f8a4cf6fc,lrae_navwar_2024-06,Extend current contract from six (6) to eight (8) years to continue Engineering Support Services and procure spares and up to 5 systems,Sole Source,Fixed-Price,"""C"" Type Contract",FY23,Q3,FY24,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5810 - COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2024-06:row460
req:lrae_navwar_2024-06:k:16f069649824,need:lrae_navwar_2024-06:k:16f069649824,lrae_navwar_2024-06,"MAT Production and Sustainment Contract, including Long Lead Time Material procurements.",Sole Source,Fixed-Price,Single-Award Indefinite-Delivery,FY24,Q3,FY25,Q4,TBD,517410 - Satellite Telecommunications,"7G22 - IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","San Diego, CA",ev:lrae_navwar_2024-06:row463
req:lrae_navwar_2024-06:k:2abff81bab0c,need:lrae_navwar_2024-06:k:2abff81bab0c,lrae_navwar_2024-06,"ATIP Ceiling Increase (Est. Ceiling Increase ~$17.3M)
Contract mod for ceiling increase, increased qty of TIF units, end of life buys/parts obsolescence, and additional Engineering Services

The proposed modification to the ATIP contract will result an increase quantity and ceiling on Contract Line Item (CLIN) 1001 (ATIP Terminal Interface) and an increase on the existing Engineering Support Services (ESS) CLIN ceiling.",Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY24,Q3,FY24,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5825 - RADIO NAVIGATION EQUIPMENT, EXCEPT AIRBORNE","San Diego, CA",ev:lrae_navwar_2024-06:row464
req:lrae_navwar_2024-06:k:2cfac2658cfa,need:lrae_navwar_2024-06:k:2cfac2658cfa,lrae_navwar_2024-06,Production of 500W Power Amplifiers for Subs,TBD,Fixed-Price,TBD,FY24,Q4,FY25,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5996 - AMPLIFIERS,"San Diego, CA",ev:lrae_navwar_2024-06:row465
req:lrae_navwar_2024-06:k:ee080ea1ff23,need:lrae_navwar_2024-06:k:ee080ea1ff23,lrae_navwar_2024-06,Upgrade cards,Sole Source,Fixed-Price,Purchase Order,FY24,Q3,FY24,Q4,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5811 - OTHER CRYPTOLOGIC EQUIPMENT AND COMPONENTS,"San Diego, CA",ev:lrae_navwar_2024-06:row466
req:lrae_navwar_2024-06:k:a17f36187fc9,need:lrae_navwar_2024-06:k:a17f36187fc9,lrae_navwar_2024-06,Negotiated 5-year extension to include FFP line items for antennas and other hardware,Sole Source,Fixed-Price,Single-Award Indefinite-Delivery,FY23,Q1,FY24,Q3,TBD,334290 - Other Communications Equipment Manufacturing,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2024-06:row467
req:lrae_navwar_2024-06:k:5b958348fd20,need:lrae_navwar_2024-06:k:5b958348fd20,lrae_navwar_2024-06,To repair MOS TC CPUs,Sole Source,Cost-Reimbursement,Purchase Order,FY23,Q2,FY24,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5825 - RADIO NAVIGATION EQUIPMENT, EXCEPT AIRBORNE","San Diego, CA",ev:lrae_navwar_2024-06:row468
req:lrae_navwar_2024-06:k:91fff5b686f8,need:lrae_navwar_2024-06:k:91fff5b686f8,lrae_navwar_2024-06,"CBSP Engineering Services and Sustainment for currently fielded CBSP ULV and FLV terminal systems, to include future tech refresh and modifications",Sole Source,Cost-Reimbursement,"""C"" Type Contract",FY24,Q3,FY24,Q3,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2024-06:row469
req:lrae_navwar_2024-06:k:dfdb0070fac1,need:lrae_navwar_2024-06:k:dfdb0070fac1,lrae_navwar_2024-06,CBSP STtNG Next Generation. SBIR Phase III Production effort.,Sole Source,Fixed-Price,Single-Award Indefinite-Delivery,FY24,Q4,FY25,Q2,TBD,517410 - Satellite Telecommunications,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2024-06:row470
req:lrae_navwar_2024-06:k:ff1eef0b45bb,need:lrae_navwar_2024-06:k:ff1eef0b45bb,lrae_navwar_2024-06,"AC2 modem is a commercial modem manufactured by Comtech EF Data.  The name of the modem is the Comtech SLM-5650B Modem.   This contracting action is a follow on to the original commercial AC2 Modem contract and will allow continued hardware, firmware, and repair procurements for fielded modems and new requirements.",Sole Source,Fixed-Price,Single-Award Indefinite-Delivery,FY23,Q3,FY24,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,5999 - MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,"San Diego, CA",ev:lrae_navwar_2024-06:row471
req:lrae_navwar_2024-06:k:b9ec2de1ecaa,need:lrae_navwar_2024-06:k:b9ec2de1ecaa,lrae_navwar_2024-06,Navy Multiband Terminal - Extension (NMT-X),Sole Source,TBD,"""C"" Type Contract",FY24,Q1,FY25,Q2,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","San Diego, CA",ev:lrae_navwar_2024-06:row472
req:lrae_navwar_2024-06:k:f5c44416056c,need:lrae_navwar_2024-06:k:f5c44416056c,lrae_navwar_2024-06,WAMS - Production Buy #1 (Qty 60 EDMs- Lightning Modems),Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q3,FY24,Q3,TBD,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,7G20 - IT AND TELECOM - NETWORK: ANALOG VOICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"San Diego, CA",ev:lrae_navwar_2024-06:row473
req:lrae_navwar_2024-06:k:584a7904dade,need:lrae_navwar_2024-06:k:584a7904dade,lrae_navwar_2024-06,CDLS Refurbishment Follow-On contract after current contract ends Q4FY25.,Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,FY25,Q2,FY25,Q4,TBD,TBD - TBD,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"San Diego, CA",ev:lrae_navwar_2024-06:row478
req:lrae_navwar_2024-06:k:1da7d7b87065,need:lrae_navwar_2024-06:k:1da7d7b87065,lrae_navwar_2024-06,Firm-Fixed-Price (FFP)  modification for additional work within scope for Engineering Services to perform the required Extraordinary Repair Action in accordance with the H-50 of the Basic IDIQ contract related to the Chassis Spider Cable Issue for the Multifunctional Information Distribution System (MIDS) Low Volume Terminal (LVT) (4) Serial Number 3653 under Delivery Order (DO) N0003922F4022,Sole Source,Fixed-Price,Single-Award Indefinite-Delivery,FY23,Q4,FY24,Q1,0,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"7G22 - IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","San Diego, CA",ev:lrae_navwar_2024-06:row479
req:lrae_navwar_2024-06:k:9616ea28baf4,need:lrae_navwar_2024-06:k:9616ea28baf4,lrae_navwar_2024-06,FY24 RDT&E T&M: G2 Glider Battery Management; Extended Energy Bay Switch; Loiter at Depth for the G2 Glider,Sole Source,Other,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q2,FY24,Q4,TBD,"334511 - Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",1940 - SMALL CRAFT,"San Diego, CA",ev:lrae_navwar_2024-06:row480
req:lrae_navwar_2024-06:k:4f4ff35c9a4d,need:lrae_navwar_2024-06:k:4f4ff35c9a4d,lrae_navwar_2024-06,"Provides replacement equipment, software licenses, terrestrial and satellite lease services, training, and technical support to the Armed Forces of the Philippines (AFP) C4ISTAR network and systems.",Sole Source,Cost-Reimbursement,"""C"" Type Contract",FY24,Q1,FY24,Q4,24,541330 - Engineering Services,R706 - SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,"San Diego, CA",ev:lrae_navwar_2024-06:row481
req:lrae_navwar_2024-06:k:c5b1e560642b,need:lrae_navwar_2024-06:k:c5b1e560642b,lrae_navwar_2024-06,Increase labor hours and fund up to 7 trips on WAMS TO #4.,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),FY24,Q3,FY24,Q3,TBD,TBD - TBD,TBD - TBD,"San Diego, CA",ev:lrae_navwar_2024-06:row482
