sheet,row_number,requirement_title,requirement_description,office_code_string,anticipated_total_value,procurement_method,contract_type,procurement_instrument,contracting_office_uic,solicitation_fy,solicitation_quarter,award_fy,award_quarter,period_of_performance_months,follow_on_or_new,existing_contract_number,incumbent_contractor,place_of_performance,naics,psc,contracting_poc_name,contracting_poc_contact,secondary_poc_name,secondary_poc_contact,facility_clearance,personnel_clearance,palt_code,sub_palt_code,comments,pid,url
LRAE Annex 25,329,"SOCS IPT, NEW ORDER, N6523620D8003, FY23 SDN-Mv2-Hv2 Upgrade Proc, LIPTM00128","PR: 1301068917
Contract: N6523620D8003. (FY23 Mv2-Hv2 Upgrade Procurement)
Purpose:  New Order 
CLIN 2002: $855,000.00
CLIN 2002: $130,000.00",LSUBP00004 - LSUBP00004 - EXPEDITIONARY C3 SOLUTIONS DIV HEAD - NIWCLANT,< $2M,,Cost-Reimbursement,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q3,,Follow-on,N6523621F0184,,"Tampa, FL",517410 - Satellite Telecommunications,"H258 - EQUIPMENT AND MATERIALS TESTING- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT","Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00004-0012,https://ams.navair.navy.mil/procurement/72B13F58-FD3E-4BC6-98F8-31071BD7D024
LRAE Annex 25,330,FY 23 Special Operations Forces (SOF) Deployable Node-LITE (SDN-L) Family of Systems (FoS),New Service Order N65236-20-D-8003,LSUBP00004 - LSUBP00004 - EXPEDITIONARY C3 SOLUTIONS DIV HEAD - NIWCLANT,$2M - $7.5M,,Cost-Reimbursement,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q3,,New,,,"Charleston, SC",541330 - Engineering Services,J059 - MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00004-0035,https://ams.navair.navy.mil/procurement/930F4726-A472-4AA8-8811-1440718FA442
LRAE Annex 25,331,"LIPTM00455-TERRESTRIAL COLLECTIONS IDENTITY OPS, TCS, MARITIME COMMS (C)",TCIO - MARITIME COMMS/NETWORKS - RADIOS,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,$2M - $7.5M,,TBD,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q4,,New,,,"NORTH CHARLESTON, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0112,https://ams.navair.navy.mil/procurement/329D4408-A2D5-4B6C-956D-12C2ECB667D2
LRAE Annex 25,332,"LIPTM00455-TERRESTRIAL COLLECTIONS IDENTITY OPS, CIHEP PROTOTYPE EQUIP, SEWP (C)","TCIO CIHEP PROTOTYPE EQUIPMENT - Servers, End User Devices, Radios, comms architecture, SW licenses, laptops",LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,< $2M,,TBD,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q4,,New,,,"NORTH CHARLESTON, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0113,https://ams.navair.navy.mil/procurement/40FD1009-3381-4490-A239-3C337DB0A136
LRAE Annex 25,333,"LIPTM00455-TERRESTRIAL COLLECTIONS IDENTITY OPS, CIHEP EOCM, SEWP (C)","TCIO-CIHEP Expeditionary Office Comms Module (EOCM), Servers, Radios, and Surveillance Electronic devices",LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,< $2M,,TBD,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q4,,New,,,"NORTH CHARLESTON, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0114,https://ams.navair.navy.mil/procurement/13020C8C-1C72-4E61-A240-681378D3892F
LRAE Annex 25,334,"LIPTM00467, 83200 Facilities, B3112 Lab 03 Techbench Furniture, GSA (C)",This action is submitted to procure tech bench furniture for renovation of lab 03 in building 3112.,LSUBP00083 - LSUBP00083 - 8.0 Competency Division - NIWCLANT,< $2M,TBD,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q3,,New,,,"Charleston, SC",TBD - TBD,7110 - OFFICE FURNITURE,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00083-0052,https://ams.navair.navy.mil/procurement/A3B2047E-1F29-4D23-9F01-3455C2216ED0
LRAE Annex 25,335,"LIPTM00455-TCIO, CIHEP, System Refresh IT Equipment, SEWP (C)",Surveillance IT Equipment- frequency/ spectrum analyzers,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,$2M - $7.5M,TBD,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"NORTH CHARLESTON, SC",541519 - Other Computer Related Services,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0137,https://ams.navair.navy.mil/procurement/764A3AB4-9808-4FC9-B87F-102F72C68419
LRAE Annex 25,336,"LIPTM00150, Expeditionary Signals Intelligence (SIGINT), SCI Comms Mobility Pack (MP), NASA SEWP (C)","Switch/Power Supply, Service Plan, Software, Cables, Router, Power Supply, Antenna Case, Fuse, Laptop Computer, Equipment Case, Rucksack, Power Strip & Network Encryptor",LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,$7.5M - $50M,Small Business Set-Aside,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",541519 - Other Computer Related Services,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0138,https://ams.navair.navy.mil/procurement/3007D093-537C-4F58-86DD-FBA93E215C14
LRAE Annex 25,337,"LIPTM00252, BASED LOGISTICS-ORGANIC (PBLO), MATERIALS, SEWP (C)","THERE WILL BE BATTERY ASSEMBLIES, MODULES, MONITORS, INTERFACE UNITS, POWER SUPPLIES, CONTROLLED INTERFACES.  NIWC ATLANTIC CODE 47320 HAS A REQUIREMENT FOR BRAND NAME EQUIPMENT IN SUPPORT OF THE PBLO AT NIWC.  PBLO IS TASKED BY THE NAVY SUPPLY WEAPONS SYSTEMS SUPPORT (NAVSUP WSS) TO MANAGE THE BASELINE INVENTORY.",LSUBP00093 - LSUBP00093 - 4.7 Competency Division - NIWCLANT,< $2M,Small Business Set-Aside,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q2,FY23,Q3,,New,,,"Washington, DC",334419 - Other Electronic Component Manufacturing,5999 - MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00093-0023,https://ams.navair.navy.mil/procurement/525A613F-82D7-4C26-A353-AF79D5D0C0BE
LRAE Annex 25,338,"LIPTM00252, BASED LOGISTICS-ORGANIC (PBLO), MATERIALS, SEWP (C)","THERE WILL BE LAPTOPS, KEYBOARDS, COMPUTER SYSTEMS MEMORY, HDD, SERVERS AND HARDDRIVES.  NIWC ATLANTIC CODE 47320 HAS A REQUIREMENT FOR BRAND NAME EQUIPMENT IN SUPPORT OF THE PERFORMANCE BASED LOGISTICS-ORGANIC (PBLO) PROGRAM AT NIWC.  PBLO IS TASKED BY THE NAVY SUPPLY WEAPONS SYSTEMS SUPPORT (NAVSUP WSS) TO MANAGE THE BASELINE INVENTORY.",LSUBP00093 - LSUBP00093 - 4.7 Competency Division - NIWCLANT,$2M - $7.5M,Small Business Set-Aside,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q2,FY23,Q3,,New,,,"Washington Navy Yard, DC",334419 - Other Electronic Component Manufacturing,5999 - MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00093-0024,https://ams.navair.navy.mil/procurement/97F1FBA9-4CE8-4419-BC78-4CC4CD7CA186
LRAE Annex 25,339,"LIPTM00150, Expeditionary Signals Intelligence (SIGINT), TSCS INCREMENT IV RDT&E, NASA SEWP (C)","Workstation, Software Defined Radios (SDRs), 10GbE Cables, 5G mmWave antennas, Software, Unmanned Aerial Vehicle (UAV), Ground Control Station (GCS), Transport Cases, Tether Wire, and Training",LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,< $2M,Small Business Set-Aside,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0143,https://ams.navair.navy.mil/procurement/BBE86C53-7592-4A2C-85E0-3088CAC7E8AF
LRAE Annex 25,340,LIPTM00252/Performance Based Logistics - Organic (PBLO)/Ships Signal Exploitation Equipment Increment (SSEE INC E)/Panasonic Toughbooks/ SEWP (C),PROCURE 40 PANASONIC TOUGHBOOKS FOR NAVSUP,LSUBP00093 - LSUBP00093 - 4.7 Competency Division - NIWCLANT,< $2M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q3,,New,,,"Charleston, SC",541519 - Other Computer Related Services,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00093-0026,https://ams.navair.navy.mil/procurement/EFC9C22A-CC7A-46B0-911C-C34EDBD9E58F
LRAE Annex 25,341,"LIPTM00467, 83300 Security, Badge printers, GSA (C)",This action is to award a DO to procure badge printers and ID cards for the security office.,LSUBP00083 - LSUBP00083 - 8.0 Competency Division - NIWCLANT,< $2M,TBD,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q3,,Follow-on,,,"NORTH CHARLESTON, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00083-0055,https://ams.navair.navy.mil/procurement/7A61A2D4-85C3-48FD-BC94-B1A565B25C29
LRAE Annex 25,342,"LIPTM00386, CIO, S2IPT, ESSO, SecureAuth software, SEWP (C)",This procurement is submitted to renew licenses used by NIWC Atlantic Enterprise Single Sign On (ESSO) system under S2IPT. These products are included in the ESSO Authorization To Operate (ATO).,LSUBP00087 - LSUBP00087 - Command Information Officer Division - NIWCLANT,< $2M,TBD,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,Follow-on,,,"NORTH CHARLESTON, SC",TBD - TBD,7A21 - IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00087-0024,https://ams.navair.navy.mil/procurement/E12336AC-8DB8-4E39-93B5-B156F0CBB2B1
LRAE Annex 25,343,LIPTM00460 FY23 RDT&E  CISCO Catalyst 9300 ESI (C),"FY23 RDT&E CISCO PN C9300-48T-A Catalyst 9300 48-port data only, Network Advantage 8 EACH",LSUBP00087 - LSUBP00087 - Command Information Officer Division - NIWCLANT,< $2M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"NORTH CHARLESTON, SC",334111 - Electronic Computer Manufacturing,"7E20 - IT AND TELECOM - END USER: HELP DESK;TIER 1-2, WORKSPACE, PRINT, PRODUCTIVITY TOOL (HW/PERPETUAL SW)","Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00087-0025,https://ams.navair.navy.mil/procurement/C78F3E9A-C339-4CCA-AD01-3EB62D456C27
LRAE Annex 25,344,"LIPTM00455,Terrestrial Collection Identity OPS (TCIO),SIGMAN Spectrum Guard Patrol Software, NASA SEWP (C)",Software,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,< $2M,TBD,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0154,https://ams.navair.navy.mil/procurement/8B6F2D38-80D7-4D4E-9C94-CB685A9A6E3C
LRAE Annex 25,345,LIPTM00460 Telephony Palo Alto Annual Renewal ESI BPA (SEWP) (C),FY23 Telephony Palo Alto Annual Renewal ESI BPA (SEWP),LSUBP00087 - LSUBP00087 - Command Information Officer Division - NIWCLANT,< $2M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"NORTH CHARLESTON, SC",334111 - Electronic Computer Manufacturing,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00087-0027,https://ams.navair.navy.mil/procurement/F988ADBE-8145-4730-B97D-14BC852B2A11
LRAE Annex 25,346,LIPTM00252-BASED LOGISTICS-ORGANIC (PBLO)-SWRI Antennas/SEWP (C),"Purchase of Brand Name Antenna Assembly's from SWRI, Southwest Research Institute, Inc.",LSUBP00093 - LSUBP00093 - 4.7 Competency Division - NIWCLANT,< $2M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",334419 - Other Electronic Component Manufacturing,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00093-0028,https://ams.navair.navy.mil/procurement/FCE63BF7-66C2-4652-8429-876ED91AE97B
LRAE Annex 25,347,LIPTM00128-SOCS-Satellite Antenna Spare Components-SEWP (C),Equipment is required as spares for life cycle sustainment of inventory control points and for maintaining fielded satellite antenna systems.,LSUBP00004 - LSUBP00004 - EXPEDITIONARY C3 SOLUTIONS DIV HEAD - NIWCLANT,< $2M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Tampa, FL",517410 - Satellite Telecommunications,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00004-0065,https://ams.navair.navy.mil/procurement/77ED4FFD-AA3A-4BB1-85BE-CD62565D5B79
LRAE Annex 25,348,"LIPTM00150, Expeditionary Signals Intelligence (SIGINT), TCAC FY23 RDTE, NASA SEWP (C)","Server, Power Supply, Laptop",LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,$2M - $7.5M,Small Business Set-Aside,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q3,,New,,,"Charleston, SC",541519 - Other Computer Related Services,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0164,https://ams.navair.navy.mil/procurement/DAD283CB-41CA-4BD8-9E9D-68B655B80BE5
LRAE Annex 25,349,"LIPTM00150, Expeditionary Signals Intelligence (SIGINT), CESAS ANSYS Renewal, GSA (C)",Software Renewal,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,< $2M,TBD,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0184,https://ams.navair.navy.mil/procurement/E0314019-C106-4ECE-BFAC-30C1B5A52627
LRAE Annex 25,350,LIPTM00460 FY23 RDT&E  Docker Business GSA (C),FY23 RDT&E  Docker Business DOCKER-BUSINESS: Docker Business Annual GSA 100 EACH,LSUBP00087 - LSUBP00087 - Command Information Officer Division - NIWCLANT,< $2M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"NORTH CHARLESTON, SC",334111 - Electronic Computer Manufacturing,"7E20 - IT AND TELECOM - END USER: HELP DESK;TIER 1-2, WORKSPACE, PRINT, PRODUCTIVITY TOOL (HW/PERPETUAL SW)","Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00087-0028,https://ams.navair.navy.mil/procurement/EB95374C-A0C9-4A90-983F-D089640329D8
LRAE Annex 25,351,"LIPTM00455,Terrestrial Collection Identity OPS (TCIO),SIGMAN  INC I, NASA SEWP (C)","Adapters, HDDs, Power Supplies, Cables, Batteries, Bags, Tripod Extensions, Storage Containers",LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,< $2M,TBD,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",541519 - Other Computer Related Services,7A21 - IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0187,https://ams.navair.navy.mil/procurement/13B0A286-DF80-42C1-9B75-1CF96B3BD6BA
LRAE Annex 25,352,"LIPTM00455, Marine Corps Warfighting Lab (MCWL), MICROSOFT, ELA (C)",MICROSOFT Procurement,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,< $2M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q4,,New,,,"Charleston, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0201,https://ams.navair.navy.mil/procurement/23CFF788-A0F0-4D80-BE27-CC09DAFE7DE7
LRAE Annex 25,353,"LIPTM00455, Marine Corps Warfighting Lab (MCWL), VMWARE SOFTWARE, ELA (C)",VMWARE Software Procurement,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,< $2M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0180,https://ams.navair.navy.mil/procurement/5FFBE9DF-CE5D-4AFC-AC6A-AA521CC15961
LRAE Annex 25,354,"LIPTM00461, 5.9 Service Center, Computer equipment, SEWP (C)","The 5.9 Service Center requires the computer equipment to continue their mission conducting and delivering training.

Note: This PID is part of the Workflow Pilot - Documents will be located in the Documents tab of AMS - not in the Collaboration site. This PID was used for testing, please use the latest workflow approval to download the documents.",LSUBP00080 - LSUBP00080 - 5.9 Service Center - NIWCLANT,< $2M,TBD,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"NORTH CHARLESTON, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00080-0005,https://ams.navair.navy.mil/procurement/FDE92B0B-20C9-46AF-BFCF-FD5502FE2DE7
LRAE Annex 25,355,"LIPTM00336, DCGS-MC, Ansys, GSA (C)",Ansys Software License Renewal,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,< $2M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0172,https://ams.navair.navy.mil/procurement/1C2C45B4-A01B-42AD-8837-E8F2D0EE6644
LRAE Annex 25,356,"LIPTM00150, Expeditionary Signals Intelligence (SIGINT), TSCS/TCAC SCEPTRE Annual Support and Maintenance, NASA SEWP (C)",SCEPTRE PRO EL Annual software support and maintenance and SCEPTRE OL EL Annual software support and maintenance,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,< $2M,TBD,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0195,https://ams.navair.navy.mil/procurement/569B7175-DDAB-4C2C-9290-15F190F4A2F8
LRAE Annex 25,357,LIPTM00128-SOCSDN_LAB MATERIAL_SEWP (C),Purchasing material to upgrade and replace existing lab material.,LSUBP00004 - LSUBP00004 - EXPEDITIONARY C3 SOLUTIONS DIV HEAD - NIWCLANT,< $2M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Tampa, FL",423430 - Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,7C20 - IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00004-0076,https://ams.navair.navy.mil/procurement/A67D984D-B10C-4D2D-9D44-C4CC2015A382
LRAE Annex 25,358,LIPTM00128_SDN Wireless Testing Material_SEWP (C),Purchase of Aruba Network Management Appliance and Wireless Access Point with Starlink cables needed to connect Aruba components to existing Starlink Antennas.,LSUBP00004 - LSUBP00004 - EXPEDITIONARY C3 SOLUTIONS DIV HEAD - NIWCLANT,< $2M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"San Diego, CA",517410 - Satellite Telecommunications,"7G22 - IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00004-0079,https://ams.navair.navy.mil/procurement/48A13C60-E321-4450-8480-162FDCBBD70E
LRAE Annex 25,359,"LIPTM00336, DCGS-MC, Test Assets, SEWP (C)",Test Assets for GEOINT,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,< $2M,TBD,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0199,https://ams.navair.navy.mil/procurement/5C3348DF-DA82-4967-AE5B-263AA625797F
LRAE Annex 25,360,"LIPTM00336, DCGS-MC, ADOBE, SEWP (C)","Adobe Software Renewal, base + 2 option years",LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,< $2M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",TBD - TBD,7A21 - IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0191,https://ams.navair.navy.mil/procurement/7ED40127-F0C3-4AFB-9266-DAD7E7147B43
LRAE Annex 25,361,LIPTM00455 TCS Optics Kit (C),TCS Optics Kit,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,$7.5M - $50M,,TBD,TBD,N65236 - NIWCLANT,,,FY23,Q4,,,,,"Charleston, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0192,https://ams.navair.navy.mil/procurement/F2496D66-C129-4445-858C-9F8B1BC3D7A0
LRAE Annex 25,362,"LIPTM00455, TCS UGS Kit (C)",VMWare Software Procurement,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,$7.5M - $50M,,TBD,TBD,N65236 - NIWCLANT,,,FY23,Q4,,,,,"Charleston, SC",TBD - TBD,TBD - TBD,"Luna, Jacqueline",jacqueline.m.luna2.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00021-0193,https://ams.navair.navy.mil/procurement/33795C90-3037-4DA8-BFF6-562DD2359B41
